City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,maunabo,18.0072,-65.8993,31.18,80,25,7.0,PR,1701450124
298,axim,4.8699,-2.2405,28.6,76,67,3.5,GH,1701450124
299,bamboo flat,11.7,92.7167,28.05,83,75,3.6,IN,1701450124
300,weno,7.4515,151.8468,28.03,77,68,5.61,FM,1701450125
301,gakem,6.7658,8.9881,31.36,45,75,2.19,NG,1701450125
302,saratovskaya,44.7103,39.2244,14.32,52,100,8.37,RU,1701450125
303,vadso,70.0744,29.7487,-5.91,86,75,2.57,NO,1701450125
304,ismailia,30.6043,32.2723,22.04,43,0,4.12,EG,1701449954
305,valognes,49.5088,-1.4705,3.66,81,20,4.12,FR,1701450125
306,oyem,1.5995,11.5793,21.52,93,32,0.6,GA,1701450126
307,reggane,26.7158,0.1714,20.76,9,100,1.64,DZ,1701450126
308,puerto deseado,-47.7503,-65.8938,14.45,23,81,7.49,AR,1701450126
309,balqash,46.8481,74.995,-0.29,61,43,0.57,KZ,1701450127
310,xuanzhou,30.9525,118.7553,3.38,37,84,1.72,CN,1701450127
311,hami,42.8,93.45,0.2,29,92,0.46,CN,1701450127
312,nova vicosa,-17.8919,-39.3719,29.62,58,93,7.2,BR,1701450127
313,viborg,56.4532,9.402,-5.19,90,32,2.63,DK,1701450022
314,nuku'alofa,-21.1333,-175.2,25.19,94,20,4.63,TO,1701450127
315,saint-francois,46.4154,3.9054,4.82,100,75,2.06,FR,1701450128
316,kourou,5.1552,-52.6478,31.03,62,95,3.55,GF,1701450128
317,wald-michelbach,49.57,8.8317,0.33,89,100,2.54,DE,1701450128
318,borkum,53.5809,6.6915,0.53,72,98,3.88,DE,1701450128
319,st. john's,47.5649,-52.7093,2.93,81,40,5.14,CA,1701450013
320,sosnovo-ozerskoye,52.5249,111.5418,-17.03,95,28,3.02,RU,1701450129
321,kayangel,8.0823,134.7173,28.56,78,34,7.0,PW,1701450129
322,midvagur,62.0511,-7.1939,2.46,80,100,1.54,FO,1701450129
323,sisimiut,66.9395,-53.6735,-2.27,81,99,2.9,GL,1701449987
324,cova figueira,14.8905,-24.2934,23.64,75,100,5.58,CV,1701450129
325,mukalla,14.5425,49.1242,25.73,68,38,1.67,YE,1701450129
326,juan griego,11.0817,-63.9655,29.31,64,0,5.83,VE,1701450130
327,jacmel,18.2342,-72.5347,30.91,46,6,2.32,HT,1701450130
328,stalbe,57.3719,25.0343,-9.78,100,93,0.87,LV,1701450131
329,bykovo,55.6361,38.0803,-3.58,98,100,4.0,RU,1701450131
330,muisne,0.6,-80.0333,26.26,78,97,4.28,EC,1701450131
331,marshfield,44.6689,-90.1718,-1.51,69,0,2.57,US,1701450132
332,praia da vitoria,38.7333,-27.0667,17.14,59,20,4.39,PT,1701450132
333,bakchar,57.0186,82.0711,-7.43,97,86,1.75,RU,1701450132
334,ancud,-41.8697,-73.8203,9.95,61,81,5.88,CL,1701450050
335,benidorm,38.5382,-0.131,19.05,59,100,6.62,ES,1701449987
336,arraial do cabo,-22.9661,-42.0278,29.98,78,20,7.72,BR,1701450133
337,itoman,26.1247,127.6694,19.01,72,75,4.63,JP,1701450133
338,enewetak,11.3474,162.3373,27.61,75,100,9.32,MH,1701450134
339,tazovsky,67.4667,78.7,-22.31,100,92,2.19,RU,1701450134
340,chibougamau,49.9168,-74.3659,-11.21,79,20,5.14,CA,1701450134
341,agnibilekrou,7.1344,-3.2047,29.26,63,63,1.1,CI,1701450135
342,mejit,10.2753,170.8646,27.63,74,91,8.82,MH,1701450135
343,mbanza-ngungu,-5.25,14.8667,21.31,94,84,2.76,CD,1701450135
344,manta,-0.95,-80.7333,25.88,73,75,4.12,EC,1701450135
345,palikir - national government center,6.9248,158.1611,28.2,73,67,8.55,FM,1701449969
346,kotka,60.4664,26.9458,-5.93,90,100,5.88,FI,1701450136
347,geraldton,-28.7667,114.6,21.23,88,75,3.6,AU,1701450010
348,khash,28.2211,61.2158,15.11,41,0,1.03,IR,1701450137
349,arkhangel'sk,64.5401,40.5433,-8.94,92,100,5.0,RU,1701450137
350,kalinagar,28.6167,80.1,18.0,59,0,1.85,IN,1701450137
351,micheweni,-4.9667,39.8333,27.57,82,77,5.7,TZ,1701450137
352,touros,-5.1989,-35.4608,29.34,58,28,6.18,BR,1701450138
353,thames,-37.1333,175.5333,14.61,84,100,2.37,NZ,1701450138
354,baise city,23.8997,106.6133,13.93,84,100,0.8,CN,1701450138
355,lubango,-14.9172,13.4925,16.92,100,75,2.57,AO,1701450139
356,srednyaya yelyuzan',53.0241,45.9529,-3.96,85,100,5.24,RU,1701450139
357,griffith,41.5284,-87.4237,6.73,96,100,2.06,US,1701450013
358,talara,-4.5772,-81.2719,27.42,57,0,6.17,PE,1701449649
359,livingston,55.9029,-3.5226,-0.62,91,0,0.51,GB,1701450036
360,banda,25.4833,80.3333,21.63,71,0,2.05,IN,1701450140
361,honefoss,60.168,10.2565,-10.16,95,79,1.55,NO,1701450140
362,chonchi,-42.6128,-73.8092,12.56,47,86,3.58,CL,1701450140
363,sredets,42.3475,27.179,14.06,83,60,5.75,BG,1701450140
364,bandon,51.7469,-8.7425,4.77,73,90,0.53,IE,1701450141
365,bikenibeu village,1.3673,173.1241,28.98,79,75,2.06,KI,1701450141
366,hasaki,35.7333,140.8333,2.22,58,13,4.6,JP,1701450141
367,sovetskaya gavan',48.9723,140.2878,-13.83,75,10,4.07,RU,1701450141
368,comodoro rivadavia,-45.8667,-67.5,17.92,14,40,12.86,AR,1701450033
369,general jose de san martin,-26.5374,-59.3416,37.29,39,9,5.36,AR,1701450141
370,ubiaja,6.655,6.3869,28.15,60,61,1.89,NG,1701450142
371,dudinka,69.4058,86.1778,-19.66,88,96,4.73,RU,1701450142
372,polyarnyye zori,67.3661,32.4981,-15.57,99,99,1.88,RU,1701450120
373,ust'-kut,56.7938,105.7672,-12.53,95,100,1.79,RU,1701450142
374,st. albert,53.6334,-113.6353,-7.82,81,75,2.06,CA,1701449855
375,tralee,52.2704,-9.7026,3.14,93,100,1.54,IE,1701450143
376,ikwiriri,-7.9562,38.9716,25.15,92,96,2.05,TZ,1701450143
377,el granada,37.5027,-122.4694,13.46,73,0,5.66,US,1701450143
378,winburg,-28.518,27.0093,25.35,20,2,1.7,ZA,1701450143
379,sur,22.5667,59.5289,24.86,61,0,1.49,OM,1701450143
380,rangendingen,48.3813,8.8886,2.21,100,100,2.26,DE,1701450143
381,gafanha da nazare,40.6362,-8.7134,13.05,84,28,6.4,PT,1701450143
382,port blair,11.6667,92.75,28.02,83,75,3.6,IN,1701450143
383,seybaplaya,19.65,-90.6667,29.7,59,28,4.45,MX,1701450144
384,susanville,40.4163,-120.653,1.62,79,75,1.79,US,1701450144
385,la'ie,21.6477,-157.9253,21.98,83,79,3.71,US,1701450144
386,vostochnyy,55.8167,37.8667,-3.83,95,100,1.99,RU,1701450065
387,saint croix,17.7397,-64.7388,28.31,68,13,3.13,VI,1701450144
388,gomez farias,23.05,-99.15,29.46,39,91,2.63,MX,1701450145
389,maintirano,-18.0667,44.0167,25.12,75,98,2.84,MG,1701450145
390,broken hill,-31.95,141.4333,20.72,52,43,2.45,AU,1701450145
391,callao,-12.0667,-77.15,23.16,68,0,4.12,PE,1701450145
392,kudahuvadhoo,2.6708,72.8944,27.95,75,100,3.22,MV,1701450145
393,padang,-0.9492,100.3543,24.03,93,100,1.71,ID,1701450146
394,huaiyuan chengguanzhen,32.9589,117.1657,2.68,32,1,2.1,CN,1701450146
395,xianju,28.85,120.7333,4.71,55,2,0.7,CN,1701450146
396,constantia,44.1833,28.65,11.5,78,100,3.57,RO,1701450147
397,neryungri,56.6709,124.6491,-24.84,100,99,2.36,RU,1701450147
398,saint-philippe,-21.3585,55.7679,25.77,87,98,2.68,RE,1701450147
399,mammoth lakes,37.6485,-118.9721,0.19,50,0,0.0,US,1701449966
400,jiquipilas,16.6667,-93.65,28.84,49,78,2.13,MX,1701450147
401,sandnessjoen,66.0217,12.6316,-18.71,69,72,3.36,NO,1701450147
402,matara,5.9485,80.5353,23.88,97,100,1.28,LK,1701450148
403,beledweyne,4.7358,45.2036,30.07,35,72,4.17,SO,1701450148
404,sinop,41.7711,34.8709,9.24,76,100,4.93,TR,1701450148
405,kismayo,-0.3582,42.5454,26.78,81,59,3.32,SO,1701450148
406,verdal,63.7933,11.4817,-12.98,80,79,1.31,NO,1701450148
407,inhambane,-23.865,35.3833,25.99,50,40,3.6,MZ,1701450149
408,fale old settlement,-9.3852,-171.2468,29.5,75,100,7.03,TK,1701450149
409,ostersund,63.1792,14.6357,-13.55,92,100,0.0,SE,1701450149
410,viedma,-40.8135,-62.9967,32.16,13,2,9.39,AR,1701450149
411,ciudad victoria,23.7333,-99.1333,20.49,100,100,4.12,MX,1701450001
412,salinopolis,-0.6136,-47.3561,27.92,76,52,5.6,BR,1701450150
413,sanctuary point,-35.1114,150.629,19.86,91,100,2.29,AU,1701450150
414,broome,42.2506,-75.833,7.52,79,100,1.34,US,1701450150
415,illizi,26.4833,8.4667,29.89,9,8,3.14,DZ,1701450150
416,barpathar,26.3,93.8667,17.32,81,6,0.42,IN,1701450151
417,ifanadiana,-21.3,47.6333,20.29,99,100,1.15,MG,1701450151
418,andrews,32.3187,-102.5457,15.04,34,0,4.63,US,1701450151
419,new norfolk,-42.7826,147.0587,11.51,98,100,0.86,AU,1701450152
420,belyy yar,53.6039,91.3903,-6.06,79,40,0.0,RU,1701450152
421,la ronge,55.1001,-105.2842,-7.86,86,100,1.03,CA,1701450152
422,merritt island,28.5392,-80.672,27.8,77,0,4.63,US,1701449966
423,fendou,46.65,124.8667,-14.1,89,43,3.51,CN,1701450152
424,puranpur,28.5167,80.15,18.03,59,0,1.85,IN,1701450153
425,yigo village,13.5361,144.8886,27.16,84,75,10.29,GU,1701450153
426,nguigmi,14.2495,13.1092,29.45,8,16,4.76,NE,1701450153
427,onega,63.9061,38.1404,-10.13,96,97,3.58,RU,1701450153
428,sola,-13.8833,167.55,26.88,84,95,9.78,VU,1701450153
429,udachny,66.4167,112.4,-28.64,82,97,4.36,RU,1701450153
430,muntok,-2.0667,105.1833,24.84,87,100,1.41,ID,1701450154
431,nantucket,41.2835,-70.0995,14.08,76,0,5.66,US,1701450147
432,sitka,57.0531,-135.33,3.18,93,100,3.48,US,1701450154
433,rurrenabaque,-14.4413,-67.5278,30.94,58,75,4.12,BO,1701450154
434,masterton,-40.9597,175.6575,9.38,96,94,1.24,NZ,1701450154
435,tynda,55.1667,124.7167,-26.96,99,44,2.11,RU,1701450154
436,walvis bay,-22.9575,14.5053,18.94,69,72,7.19,,1701450154
437,qamdo,31.1667,97.2333,-5.14,47,81,2.1,CN,1701450155
438,douglas,41.3,-96.167,0.93,72,0,5.14,US,1701450102
439,palmer,42.1584,-72.3287,11.85,54,99,0.45,US,1701450155
440,bom sucesso,-21.0331,-44.7581,31.66,37,13,3.25,BR,1701450155
441,kirakira,-10.4544,161.9205,26.25,88,100,3.64,SB,1701450155
442,kunjah,32.5285,73.9737,17.02,55,1,2.9,PK,1701450156
443,oranjemund,-28.55,16.4333,18.21,82,64,6.23,,1701450156
444,weinan,34.5036,109.5089,1.25,26,16,0.58,CN,1701450156
445,lepsy,46.235,78.9456,1.83,61,13,1.13,KZ,1701450157
446,douentza,14.9951,-2.9517,35.05,14,4,2.18,ML,1701450157
447,tavda,58.0425,65.2726,-12.95,99,92,0.89,RU,1701450157
448,droitwich,52.2667,-2.15,1.21,92,13,2.65,GB,1701450157
449,lebu,-37.6167,-73.65,14.42,76,100,4.28,CL,1701450157
450,lulea,65.5842,22.1547,-8.96,86,100,3.6,SE,1701450113
451,villamontes,-21.25,-63.5,35.69,49,78,0.0,BO,1701450158
452,guerrero negro,27.9769,-114.0611,18.62,65,61,7.12,MX,1701450158
453,guaratuba,-25.8828,-48.5747,32.01,72,64,4.11,BR,1701449613
454,murzuq,25.9155,13.9184,19.27,19,1,2.29,LY,1701450158
455,prince rupert,54.3161,-130.3201,6.83,63,100,9.77,CA,1701449861
456,kavieng,-2.5744,150.7967,27.86,77,76,3.08,PG,1701450158
457,saint-joseph,-21.3667,55.6167,25.21,79,57,1.04,RE,1701450158
458,happy valley-goose bay,53.3168,-60.3315,-2.83,80,75,1.03,CA,1701450159
459,arraias,-12.9288,-46.9437,35.55,21,43,0.88,BR,1701450159
460,arenas de san pedro,40.2104,-5.0869,7.26,76,32,2.59,ES,1701450159
461,yinzhu,35.8786,119.9753,-0.92,34,0,2.46,CN,1701450159
462,dukhan,25.4297,50.7858,22.53,59,0,6.9,QA,1701450159
463,wanning,18.8003,110.3967,21.7,97,100,1.8,CN,1701450160
464,turinsk,58.0458,63.696,-13.6,99,89,0.58,RU,1701450160
465,bryne,58.7354,5.6477,-0.57,83,40,1.54,NO,1701450160
466,yugorsk,61.3133,63.3319,-17.26,98,100,1.63,RU,1701450160
467,ataq,14.5377,46.8319,21.2,27,19,3.16,YE,1701450139
468,liwonde,-15.0506,35.2035,23.67,76,88,2.01,MW,1701450161
469,xapuri,-10.6517,-68.5044,25.07,79,100,1.16,BR,1701450161
470,yoichi,43.2039,140.7703,-2.99,86,81,4.57,JP,1701450161
471,mahdalynivka,48.921,34.9156,3.4,98,100,2.62,UA,1701450161
472,alness,57.696,-4.2551,-2.13,79,86,0.97,GB,1701450161
473,berdigestyakh,62.0989,126.6992,-28.8,96,99,3.02,RU,1701450162
474,salalah,17.0151,54.0924,25.67,56,3,2.05,OM,1701450162
475,megion,61.0296,76.1136,-14.99,99,91,0.72,RU,1701450162
476,rancho palos verdes,33.7445,-118.387,17.64,49,20,6.69,US,1701450162
477,del rio,29.3627,-100.8968,22.01,60,0,3.6,US,1701450163
478,camayenne,9.535,-13.6878,31.05,58,20,4.12,GN,1701450163
479,general villegas,-35.0328,-63.0125,29.41,47,85,3.41,AR,1701450163
480,fada,9.5667,8.3,27.09,21,9,2.13,NG,1701450163
481,lata,40.1629,-8.3327,12.12,89,29,1.41,PT,1701450163
482,usinsk,65.9939,57.5281,-7.18,91,100,2.68,RU,1701450163
483,suchedniow,51.0478,20.8292,0.57,92,100,0.52,PL,1701450164
484,woolgoolga,-30.1106,153.2007,20.02,74,100,1.11,AU,1701450164
485,taroa,8.7058,171.2275,28.05,75,99,9.31,MH,1701450164
486,batticaloa,7.7102,81.6924,24.76,92,100,6.41,LK,1701450164
487,breaux bridge,30.2735,-91.8993,23.03,97,100,0.0,US,1701450165
488,mirny,62.5353,113.9611,-33.44,100,21,1.5,RU,1701450165
489,port-vila,-17.7338,168.3219,22.78,100,20,1.03,VU,1701450165
490,urangan,-25.3,152.9,23.41,87,72,4.12,AU,1701450165
491,hirara,24.8,125.2833,18.15,88,75,10.29,JP,1701450166
492,carnarvon,-24.8667,113.6333,22.41,82,1,7.11,AU,1701450166
493,tindouf,27.6711,-8.1474,26.25,21,20,10.29,DZ,1701450166
494,mount isa,-20.7333,139.5,26.87,74,75,2.57,AU,1701450166
495,takoradi,4.8845,-1.7554,28.32,77,45,4.56,GH,1701450166
496,vernon,50.2581,-119.2691,-0.22,79,100,4.12,CA,1701449872
497,huambo,-12.7761,15.7392,21.89,68,98,2.06,AO,1701450167
498,ilfracombe,51.2093,-4.1134,3.08,59,29,3.44,GB,1701450167
499,tazacorte,28.629,-17.9293,22.54,82,20,7.2,ES,1701450167
500,choyr,46.3611,108.3611,-12.65,82,1,2.86,MN,1701450167
501,iskenderun,36.5872,36.1735,12.38,49,0,2.95,TR,1701450167
502,cururupu,-1.8283,-44.8683,33.88,43,88,3.95,BR,1701450167
503,jianguang,28.1938,115.7836,8.05,41,25,2.73,CN,1701450167
504,klyuchi,52.2667,79.1667,-1.15,75,99,7.22,RU,1701450168
505,baardheere,2.3446,42.2764,31.11,43,70,3.42,SO,1701450168
506,port saint john's,-31.6229,29.5448,22.98,82,0,8.7,ZA,1701450168
507,zaozersk,69.4005,32.4476,-14.52,99,85,0.95,RU,1701450168
508,balcarce,-37.8462,-58.2552,21.33,96,100,5.39,AR,1701450168
509,mahibadhoo,3.7833,72.9667,28.28,73,98,1.03,MV,1701450169
510,mesyagutovo,55.5303,58.2528,-5.78,97,100,1.2,RU,1701450169
511,lazaro cardenas,17.9583,-102.2,29.44,58,100,0.32,MX,1701450113
512,dellys,36.9172,3.9131,18.95,44,81,6.69,DZ,1701450169
513,atbasar,51.8,68.3333,-3.11,96,72,4.38,KZ,1701449923
514,swakopmund,-22.6833,14.5333,18.88,82,89,3.13,,1701450169
515,karema,-6.8205,30.4389,22.34,86,100,2.61,TZ,1701450169
516,guardo,42.7897,-4.8482,4.81,92,66,2.88,ES,1701450169
517,aldinga beach,-35.2793,138.4604,16.35,84,98,4.64,AU,1701450170
518,salym,60.0625,71.4789,-15.24,98,94,1.49,RU,1701450170
519,namanga,-2.5433,36.7905,21.83,71,73,4.59,KE,1701450170
520,coyhaique,-45.5752,-72.0662,9.34,83,46,4.19,CL,1701449960
521,peniche,39.3558,-9.3811,13.49,82,37,7.9,PT,1701450171
522,zanesville,39.9404,-82.0132,7.33,84,100,2.06,US,1701449895
523,mawlamyinegyunn,16.3833,95.2667,23.93,74,66,2.73,MM,1701450171
524,sao jose da coroa grande,-8.8978,-35.1478,29.27,58,8,4.17,BR,1701450171
525,souillac,-20.5167,57.5167,24.21,88,20,2.06,MU,1701450171
526,fort st. john,56.2499,-120.8529,-12.06,85,75,3.6,CA,1701450171
527,ponta delgada,37.7333,-25.6667,17.33,55,20,3.6,PT,1701450171
528,laascaanood,8.4774,47.3597,25.85,36,25,3.0,SO,1701450171
529,puerto ayacucho,5.6639,-67.6236,33.24,49,58,1.68,VE,1701450171
530,adrar,20.5022,-10.0711,28.7,10,56,2.3,MR,1701450150
531,san luis,-33.295,-66.3356,27.98,35,70,4.43,AR,1701450172
532,laufach,50.0167,9.3,1.28,80,100,2.08,DE,1701450172
533,mirnyy,62.5353,113.9611,-30.96,99,22,1.95,RU,1701450172
534,saint-leu,-21.15,55.2833,25.48,89,36,1.62,RE,1701450172
535,berbera,10.4396,45.0143,26.78,68,10,3.78,SO,1701450053
536,maceio,-9.6658,-35.7353,31.69,55,20,6.17,BR,1701450172
537,ciudad madero,22.2667,-97.8333,28.11,78,75,2.5,MX,1701450172
538,markovo,57.3206,107.0881,-10.77,95,100,2.28,RU,1701450173
539,shenjiamen,29.9576,122.298,8.27,58,80,5.11,CN,1701450173
540,zemio,5.0314,25.1361,25.46,67,70,0.89,CF,1701450173
541,tchintabaraden,15.8969,5.7985,30.1,14,26,4.13,NE,1701450173
542,boende,-0.2167,20.8667,24.66,87,100,1.36,CD,1701450173
543,guiyang,26.5833,106.7167,3.27,100,100,4.0,CN,1701450173
544,bayganin,48.6947,55.8742,3.67,75,100,2.8,KZ,1701450173
545,west fargo,46.875,-96.9004,-1.1,69,0,2.06,US,1701450022
546,muli,2.9167,73.5667,28.27,74,100,3.71,MV,1701450174
547,grand falls-windsor,48.9332,-55.6649,2.5,88,100,2.68,CA,1701450174
548,topolovgrad,42.0833,26.3333,14.25,87,14,2.99,BG,1701450174
549,general pico,-35.6566,-63.7568,31.95,33,52,5.56,AR,1701450091
550,egilsstadir,65.2653,-14.3948,-0.05,100,100,6.17,IS,1701450175
551,quatre cocos,-20.2078,57.7625,26.16,76,26,2.47,MU,1701450175
552,ras al khaimah city,25.7895,55.9432,23.12,73,0,1.03,AE,1701449900
553,sciacca,37.5082,13.0881,18.14,83,94,5.57,IT,1701450175
554,klaksvik,62.2266,-6.589,2.51,65,100,9.08,FO,1701450175
555,richland,40.7834,-82.5499,5.75,95,100,4.63,US,1701450015
556,portland,45.5234,-122.6762,7.67,94,75,2.57,US,1701449539
557,qarqaraly,49.4058,75.4742,-3.32,68,76,7.67,KZ,1701450176
558,greenville,35.6127,-77.3663,15.08,67,75,2.57,US,1701449875
559,colonia,50.9333,6.95,1.09,75,100,4.63,DE,1701450075
560,rabo de peixe,37.8,-25.5833,16.66,99,20,3.6,PT,1701450176
561,san miguel,13.4833,-88.1833,31.0,49,58,1.43,SV,1701450058
562,dzhambeyty,50.2536,52.595,1.44,96,100,1.94,KZ,1701450176
563,nyurba,63.2842,118.3319,-36.76,100,31,1.68,RU,1701450176
564,igarka,67.4667,86.5833,-22.8,91,54,3.42,RU,1701450176
565,eydhafushi,5.1033,73.0708,28.31,72,100,0.84,MV,1701450176
566,wellington,-41.2866,174.7756,10.81,92,75,1.54,NZ,1701449852
567,wytheville,36.9484,-81.0848,12.0,88,100,0.45,US,1701450008
568,les anglais,18.3054,-74.2197,29.4,60,8,1.99,HT,1701450177
569,devonport,-41.1667,146.35,14.18,88,99,2.28,AU,1701450177
570,kailua-kona,19.6406,-155.9956,25.89,88,75,2.06,US,1701450177
571,aripuana,-9.1667,-60.6333,33.86,43,49,0.84,BR,1701450177
572,hammerfest,70.6634,23.6821,-3.75,74,75,4.12,NO,1701450177
573,mchinji,-13.7984,32.8802,19.1,86,82,2.35,MW,1701450177
574,somerset east,-32.7217,25.588,19.92,37,41,6.37,ZA,1701450178
575,grenada,37.1882,-3.6067,9.82,76,20,4.63,ES,1701450178
576,tabas,33.5959,56.9244,16.55,32,99,2.92,IR,1701450141
577,rasony,55.9089,28.8126,-6.21,96,89,2.63,BY,1701450179
578,preobrazheniye,42.9019,133.9064,-8.38,73,2,3.34,RU,1701450179
579,houma,29.5958,-90.7195,23.0,83,100,4.12,US,1701449995
580,bardai,11.65,7.2333,28.44,18,11,4.17,NG,1701450179
581,zhangatas,43.5667,69.75,5.29,74,100,1.32,KZ,1701450179
582,mount gambier,-37.8333,140.7667,12.34,91,100,3.91,AU,1701450180
583,tikrit,34.6071,43.6782,15.74,43,32,3.73,IQ,1701450181
584,shubarshi,48.5872,57.1869,2.22,70,95,3.57,KZ,1701450181
585,the pas,53.8251,-101.2541,-6.99,86,100,3.09,CA,1701450181
586,sikonge,-5.6333,32.7667,18.81,88,61,1.63,TZ,1701450181
587,santa maria,-29.6842,-53.8069,34.61,49,20,4.12,BR,1701450181
588,oriximina,-1.7656,-55.8661,34.61,42,22,2.91,BR,1701450182
589,howard springs,-12.497,131.047,27.95,93,68,0.37,AU,1701450182
590,sultanah,24.4926,39.5857,29.25,28,0,3.6,SA,1701450183
591,mbala,-8.8402,31.3659,16.08,94,100,0.67,ZM,1701450183
592,isangel,-19.55,169.2667,23.56,87,32,3.66,VU,1701450183
593,celestun,20.8667,-90.4,29.17,65,71,4.65,MX,1701450183
594,piti village,13.4626,144.6933,28.03,87,75,5.14,GU,1701450183
595,qarauyl,48.9451,79.255,-0.17,59,100,8.1,KZ,1701450184
596,yarmouth,41.7057,-70.2286,14.08,76,0,8.23,US,1701450184
